,Account length,Number vmail messages,Total day calls,Total eve calls,Total night calls,Total intl calls,Customer service calls,ave day charge,average eve charge,average night charge,average intl charge,Area_code_408,Area_code_415,Area_code_510,State_AK,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,International plan_No,International plan_Yes,Voice mail plan_No,Voice mail plan_Yes,Churn
0,0.6921633186157149,1.2475083816833452,0.4848677513166816,-0.05078122796680547,-0.4690310420306926,-0.5975267343143399,-0.42917241045590593,0.02913842610016698,0.017136239932205945,0.40266561386912825,0.07790633469805362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.16127782725999495,1.3209852583528354,1.1353747201214486,0.14765446827284892,0.149053609971034,-0.5975267343143399,-0.42917241045590593,0.024048314817856145,0.0124458454395127,-0.4521646267211959,0.07429275767180728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0.9196856720538805,-0.5894135350539065,0.6850237417181483,0.49491693669224407,0.20056066430451122,0.21689365100367133,-1.1919548413062027,0.028472521502965305,0.030241227205871343,-1.0987294469487343,0.09416193955776357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,-0.420168187081984,-0.5894135350539065,-1.4666531550976192,-0.596479392625855,-0.572045150697647,1.0313140363216826,0.3336100203943908,0.0281423360223975,0.0349403966779049,0.1832439063701884,0.0929290706498635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4,-0.6476905405201497,-0.5894135350539065,0.6349847441177816,1.0902240254112072,1.076180587973624,-0.5975267343143399,1.0963924512446874,0.02799598227726751,0.0017850954302080304,0.19154613740338367,0.0632137687671638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,0.43936070368441965,-0.5894135350539065,-0.11560021988771861,0.04843662015302173,0.9216594249731922,0.6241038436626769,-1.1919548413062027,0.028630562065827883,0.02296799313200072,-1.319673344987676,0.08577117881400297,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6,0.5152014881638083,1.174031505013855,-0.6159901958913855,0.3956990885724169,0.9216594249731922,1.0313140363216826,1.0963924512446874,0.022768828897690392,0.02457244168080995,-0.8338045535320217,0.04497472140468064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,1.1724882869851758,-0.5894135350539065,-1.0663411742946856,-0.29882584826637343,-0.21149577036330652,0.6241038436626769,-1.1919548413062027,0.02670720841577297,0.04084672958776674,0.31658662268481363,0.05701534251506982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8,1.0208067180263987,2.129230901717226,-0.8161461862928522,0.5445258607521577,-0.1599887160298293,0.21689365100367133,-1.1919548413062027,0.02504565696401232,0.020213790523146185,-0.346241757173139,0.09561525522402849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
9,-0.6729708020132792,-0.5894135350539065,1.3355307105229153,2.380056050968961,-0.31450987903026095,0.21689365100367133,-1.1919548413062027,0.027851793406244097,0.016495914431285272,0.028084433051451703,0.06160117006743298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10,1.7033737783408958,-0.5894135350539065,-0.21567821508845197,-1.439831101644386,1.4367299683079644,-1.0047369269733455,-0.42917241045590593,0.03337921471115853,-4.905097976353736e-05,-0.18840579271231234,0.09561525522402849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11,-0.1420853106575593,-0.5894135350539065,-0.6159901958913855,-1.2413954054047318,0.7671382619727606,0.21689365100367133,1.0963924512446874,0.023963420386252605,0.010400717094930132,1.1405688879881795,0.08193351391405342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12,-0.9763339399308335,-0.5894135350539065,-1.5166921526979857,-1.1917864813448182,-0.056974607362874866,0.6241038436626769,1.8591748820949843,0.028487147129205716,0.024169462596379674,-1.4759778575394473,0.06657562707338457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13,-0.3948879255888545,1.3944621350223254,1.9359986817273154,-0.49726154450602783,-1.2931439113663281,-0.19031654165533426,-0.42917241045590593,0.02889497422749673,0.012644923429095395,-0.997820741276938,0.063568281081852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14,-0.19264583364381835,-0.5894135350539065,0.6850237417181483,0.5445258607521577,1.076180587973624,-0.5975267343143399,1.0963924512446874,0.02783378734976593,0.011862097976080095,0.9712837013879171,0.05959094429105524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
15,-0.6224102790270202,1.8353233950392658,-1.7168481430994524,-1.7374846460038678,0.40658888163842005,0.21689365100367133,-0.42917241045590593,0.0278397260895283,0.01450441529750625,-1.2618606789059859,0.07790633469805362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16,-0.6982510635064088,-0.5894135350539065,-0.515912200690652,-0.596479392625855,-1.3446509656998054,-1.0047369269733455,-0.42917241045590593,0.02862199097112783,0.010692902079927274,-1.2389320956121088,0.07790633469805523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17,1.1724882869851758,-0.5894135350539065,0.8351407345192484,-0.34843477232628706,1.6942652399753504,-0.19031654165533426,-1.1919548413062027,0.030862693961452567,0.03162203034258892,-1.1418840210762269,0.0872561493813489,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
18,-0.5971300175338906,-0.5894135350539065,-0.5659511982910188,1.0406151013512936,-1.8597215090345773,0.6241038436626769,2.621957312945281,0.033593061066787125,0.02557819138008111,0.6112076286403174,0.06922436392071087,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
19,0.7427238416019739,-0.5894135350539065,0.5849457465174149,-0.05078122796680547,-1.1386227483658964,5.91783634822975,-1.1919548413062027,0.02670720841576701,-0.00893855563911494,0.36420006473885397,0.051894204353483325,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20,0.7932843645882329,-0.5894135350539065,-0.7160681910921188,-1.3902221775844725,0.7671382619727606,-1.0047369269733455,-1.1919548413062027,0.03465438237551163,0.025169769305873706,-1.2603063200881486,0.08271577174737722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
21,1.855055347299673,-0.5894135350539065,-1.2164581670957857,0.5941347848120713,0.7671382619727606,0.21689365100367133,1.0963924512446874,0.024978820622434943,0.027888718175217465,0.3936995749665436,0.06195140033396086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22,-1.102735247396481,2.276184655056206,0.7350627393185151,0.5941347848120713,0.7671382619727606,-0.5975267343143399,-1.1919548413062027,0.02670720841577297,0.03134338080677498,0.5298044818104565,0.051894204353483325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
23,-1.1785760318758696,-0.5894135350539065,-1.3665751598968856,-0.0011723039068918697,-1.6536932917006686,-0.19031654165533426,1.0963924512446874,0.025107516660650607,0.010448038080630608,2.723599989130147,0.07453851731842888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24,-2.0381049226422734,-0.5894135350539065,0.4348287537163149,-0.7949150888655094,0.09754655563755678,0.6241038436626769,-1.1919548413062027,0.02670720841576701,0.013155754224831607,-0.813233151771102,0.08577117881400297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,1.0460869795195282,-0.5894135350539065,-0.26571721268881865,-1.836702494123695,2.4668710549775086,0.6241038436626769,0.3336100203943908,0.03684110477009569,0.01799170365069018,0.6379836937439888,0.09187002660104195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,-0.6476905405201497,-0.5894135350539065,0.23467276331484818,0.3460901645125033,-0.10848166169635208,0.21689365100367133,-0.42917241045590593,0.02955778695683376,0.012677115258120195,-0.2200586957572059,0.08271577174737722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,1.8044948243134138,-0.5894135350539065,1.0352967249207152,0.7429615569918121,-1.1386227483658964,2.2529446142986993,1.0963924512446874,0.02670720841576701,0.059188355742785345,-0.2843503245845299,0.08577117881400297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
28,-2.2403470145873094,-0.5894135350539065,0.8851797321196151,0.9413972532314665,-0.5205380963641698,-0.5975267343143399,-0.42917241045590593,0.024985745253017944,0.029843869575088597,-0.18995092517221351,0.06114114974870133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29,-1.102735247396481,1.2475083816833452,-0.3157562102891853,-1.2413954054047318,0.8186453163062378,-0.19031654165533426,-1.1919548413062027,0.031567810287070765,0.004640419318088077,-0.687166833129548,0.08387518960747917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,-0.7235313249995383,2.129230901717226,-1.016302176694319,0.09804554421293532,-1.4991721287002369,0.6241038436626769,1.0963924512446874,0.02670720841576701,0.021611768295653987,-1.5704189781112246,0.07453851731842888,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,-0.5718497560407612,-0.5894135350539065,-1.8169261383001858,0.7925704810517257,0.40658888163842005,0.21689365100367133,-0.42917241045590593,0.033277196266274504,0.032438190582168874,0.2963211030225673,0.07790633469805362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
